"plan_name", "company","adult" ,"young_adult_age_25", "young_adult_age_24", "young_adult_age_23", "young_adult_age_22", "young_adult_age_21", "young_adult_age_20", "young_adult_age_19", "young_adult_age_18", "child_one", "child_two", "child_three", "child_four", "newborn","date"
"Net More 300 ILH","ILH","981.9","922.80","804.6","709.1","614.6","520","490.8","490.8","490.8","230","230","230","230","0","2017-06-12"
"Net More 500 ILH","ILH","894.1","839.40","744","656.5","568.9","481.4","446.9","446.9","446.9","230","230","230","230","0","2017-06-12"
"Net Most 100 ILH","ILH","1355.4","1277.70","1122.1","966.6","811","684.4","677.6","677.6","677.6","230","230","230","230","0","2017-06-12"
"Net Most 300 ILH","ILH","1055.5","992.70","867.2","753.3","652.9","552.4","527.6","527.6","527.6","230","230","230","230","0","2017-06-12"
"Net Most 500 ILH","ILH","948.4","891.00","780.9","689.1","597.2","505.3","474.1","474.1","474.1","230","230","230","230","0","2017-06-12"
"Better ILH","ILH","1721.2","1625.10","1433","1240.9","1048.8","856.6","860.4","860.4","860.4","288","288","288","288","0","2017-06-12"
"Better Advantage ILH","ILH","1546.1","1458.80","1284.2","1109.6","935","768.3","772.9","772.9","772.9","274.4","274.4","274.4","274.4","0","2017-06-12"
"Better Ultra ILH","ILH","1300","1225.00","1075","925","780","660","649.8","649.8","649.8","320","320","320","320","0","2017-06-12"
"Better Active ILH","ILH","1369.8","1291.30","1134.3","977.3","820.3","690.7","684.7","684.7","684.7","239.2","239.2","239.2","239.2","0","2017-06-12"
"Best Ultimate Active ILH","ILH","1657","1564.20","1378.4","1192.8","1007","821.4","828.3","828.3","828.3","346.4","346.4","346.4","346.4","0","2017-06-12"
"Best Ultimate 2 ILH","ILH","1800","1700.00","1500","1300","1100","900","899.8","899.8","899.8","350.7","350.7","350.7","350.7","0","2017-06-12"
"Business Plan Extra","ILH","2526.4","2526.40","2253.4","1980.8","1708.2","1435.5","1262.9","1262.9","1262.9","804","804","804","118.4","0","2017-06-12"
"Business Plan Executive","ILH","5367.3","5367.30","4810","4253.3","3696.6","3139.8","2683.1","2683.1","2683.1","1635","1635","1635","118.4","0","2017-06-12"
"Business Plan Choice","ILH","2140.4","2140.40","1906.1","1672","1438","1204","1069.9","1069.9","1069.9","742.7","742.7","742.7","118.4","0","2017-06-12"
"Business Plan Complete","ILH","2713.2","2713.20","2421.6","2130.3","1839","1547.6","1356.3","1356.3","1356.3","906.7","906.7","906.7","118.4","0","2017-06-12"
"Business Plan Hospital","ILH","1722.5","1722.50","1530","1337.8","1145.6","953.3","861","861","861","604.8","604.8","604.8","118.4","0","2017-06-12"
"Business Plan Hospital +","ILH","1962.3","1962.30","1745.9","1529.6","1313.4","1097.2","980.9","980.9","980.9","515.3","515.3","515.3","118.4","0","2017-06-12"
"Business Plan Plus","ILH","2213.2","2213.20","1971.6","1730.3","1489","1247.7","1106.4","1106.4","1106.4","742.7","742.7","742.7","118.4","0","2017-06-12"
"Business Plan Select","ILH","2089.2","2089.20","1860.1","1631.2","1402.2","1173.3","1044.4","1044.4","1044.4","716.2","716.2","716.2","118.4","0","2017-06-12"
"Level 1 Everyday","ILH","1444.4","1444.40","1279.8","1115.3","950.9","789.2","722","722","722","477","477","477","59.2","0","2017-06-12"
"Family Value Plan","ILH","1427.4","1427.40","1264.4","1101.7","939","781","713.5","713.5","713.5","344.2","283.4","344.2","106.6","0","2017-06-12"
"Health Starter","ILH","853.7","853.70","853.7","853.7","853.7","853.7","853.7","853.7","853.7","294.4","294.4","294.4","59.2","0","2017-06-12"
"Health Value Plan","ILH","1273","1273.00","1125.6","978.3","831","706.9","636.4","636.4","636.4","339.3","309.5","339.3","106.6","0","2017-06-12"
"Level 1 Hospital","ILH","967.8","967.80","850.9","747.3","653.9","560.5","483.8","483.8","483.8","267.1","267.1","267.1","59.2","0","2017-06-12"
"Level 2 Complete Health","ILH","3551.8","3551.80","3176.2","2801","2425.9","2050.7","1775.5","1775.5","1775.5","583.5","583.5","583.5","118.4","0","2017-06-12"
"Level 2 Family Health","ILH","2203.8","2203.80","1963.2","1722.8","1482.4","1242","1101.7","1101.7","1101.7","363.6","363.6","363.6","118.4","0","2017-06-12"
"Level 2 Health Excess","ILH","1601.4","1601.40","1421.1","1241","1060.8","880.7","800.5","800.5","800.5","373.6","340","373.6","106.6","0","2017-06-12"
"Level 2 Hospital","ILH","2941.1","2941.10","2626.7","2312.6","1998.5","1684.4","1470.2","1470.2","1470.2","578.1","578.1","578.1","118.4","0","2017-06-12"
"Level 2 Hospital Nurses and Teachers","ILH","2941.1","2941.10","2626.7","2312.6","1998.5","1684.4","1470.2","1470.2","1470.2","578.1","578.1","578.1","118.4","0","2017-06-12"
"Me Plan Level 1","ILH","1029.4","1029.40","906.4","786.7","688.4","590","514.6","514.6","514.6","483.9","483.9","483.9","59.2","0","2017-06-12"
"Nurses and Teachers Choice","ILH","2260.1","2260.10","2013.9","1767.9","1521.8","1275.8","1129.8","1129.8","1129.8","616.3","616.3","616.3","118.4","0","2017-06-12"
"Level 1 Health Cover","ILH","967.8","967.80","850.9","747.3","653.9","560.5","483.8","483.8","483.8","266.9","266.9","266.9","59.2","0","2017-06-12"
"We Plan Level 1","ILH","1179.9","1179.90","1041.8","903.8","772.7","662.3","589.8","589.8","589.8","283.4","283.4","283.4","59.2","0","2017-06-12"
"Optimise Silver","ILH","3705.6","3705.60","3314.6","2924.1","2533.5","2143","1852.4","1852.4","1852.4","696","696","696","118.4","0","2017-06-12"
"Optimise Gold","ILH","4865.7","4865.70","4358.6","3852","3345.5","2838.9","2432.3","2432.3","2432.3","647.4","647.4","647.4","118.4","0","2017-06-12"
"Optimise Platinum ","ILH","6364.7","6364.70","5707.6","5051.1","4394.6","3738.2","3181.7","3181.7","3181.7","615.1","615.1","615.1","118.4","0","2017-06-12"
"Health Plan 01","ILH","1311.5","1311.50","1160.2","1009","857.9","725.4","655.6","655.6","655.6","368","368","368","118.4","0","2017-06-12"
"Health Plan 02","ILH","2326","2326.00","2073.2","1820.6","1568","1315.4","1162.8","1162.8","1162.8","668.5","668.5","668.5","118.4","0","2017-06-12"
"Health Plan 03","ILH","1981.5","1981.50","1763.1","1545","1326.8","1108.7","990.5","990.5","990.5","654.4","654.4","654.4","118.4","0","2017-06-12"
"Health Plan 04","ILH","5911.3","5911.30","5299.6","4688.4","4077.3","3466.2","2955","2955","2955","1982.1","1982.1","1982.1","1982.1","0","2017-06-12"
"Health Plan 05","ILH","1868.9","1868.90","1661.8","1455","1248","1041.2","934.3","934.3","934.3","641.3","641.3","641.3","118.4","0","2017-06-12"
"Health Plan 06","ILH","1989","1989.00","1769.8","1551","1332.1","1113.2","994.3","994.3","994.3","663","663","663","118.4","0","2017-06-12"
"Health Plan 07","ILH","1811","1811.00","1609.7","1408.6","1207.5","1006.4","905.3","905.3","905.3","551.3","551.3","551.3","118.4","0","2017-06-12"
"Health Plan 08","ILH","2238","2238.00","1994","1750.2","1506.4","1262.6","1118.8","1118.8","1118.8","739.7","739.7","739.7","118.4","0","2017-06-12"
"Health Plan 09","ILH","4593.4","4593.40","4113.6","3634.3","3154.9","2675.6","2296.2","2296.2","2296.2","1433.9","1433.9","1433.9","118.4","0","2017-06-12"
"Health Plan 10","ILH","2067.9","2067.90","1840.9","1614.1","1387.3","1160.5","1033.7","1033.7","1033.7","669.3","669.3","669.3","118.4","0","2017-06-12"
"Health Plan 13","ILH","1404.3","1404.30","1243.7","1083.2","922.8","769.9","702","702","702","380.7","380.7","380.7","118.4","0","2017-06-12"
"Health Plan 16","ILH","1767.3","1767.30","1570.3","1373.6","1176.9","980.2","883.4","883.4","883.4","588.5","588.5","588.5","118.4","0","2017-06-12"
"Health Plan 16.1","ILH","1381.4","1381.40","1223.1","1065","906.8","758.9","690.5","690.5","690.5","333","333","333","118.4","0","2017-06-12"
"Health Plan 17","ILH","1332","1332.00","1178.7","1025.4","872.2","735.2","665.8","665.8","665.8","382.2","382.2","382.2","118.4","0","2017-06-12"
"Health Plan 18","ILH","1409.3","1409.30","1248.2","1087.3","926.4","772.3","704.5","704.5","704.5","451.5","451.5","451.5","118.4","0","2017-06-12"
"Health Plan 19","ILH","1643.2","1643.20","1458.7","1274.4","1090","905.7","821.4","821.4","821.4","529.9","529.9","529.9","118.4","0","2017-06-12"
"Health Plan 20","ILH","1519.6","1519.60","1347.5","1175.5","1003.6","831.6","759.6","759.6","759.6","483.2","483.2","483.2","118.4","0","2017-06-12"
"Health Plan 28","ILH","1623.3","1623.30","1440.8","1258.5","1076.2","893.8","811.5","811.5","811.5","527.9","527.9","527.9","118.4","0","2017-06-12"
"Value Focus","ILH","716.5","716.50","716.5","716.5","716.5","716.5","716.5","716.5","716.5","264.4","264.4","264.4","59.2","0","2017-06-12"
"Day2Day Focus","ILH","883.6","883.60","780.1","693.4","606.7","520","441.7","441.7","441.7","291.6","291.6","291.6","59.2","0","2017-06-12"
"Day2Day Focus.1","ILH","780.2","780.20","702.1","624.1","546","468","390","390","390","262.4","262.4","262.4","59.2","0","2017-06-12"
"First Focus","ILH","1187.7","1187.70","1048.8","910","777","666","593.7","593.7","593.7","329","329","329","118.4","0","2017-06-12"
"Future Focus","ILH","1336.2","1336.20","1182.4","1028.8","875.2","737.2","667.9","667.9","667.9","311.2","311.2","311.2","118.4","0","2017-06-12"
"Family Focus","ILH","1473.8","1473.80","1306.3","1138.9","971.5","804.1","736.7","736.7","736.7","362.8","313.9","362.8","106.6","0","2017-06-12"
"Hospital Focus","ILH","2012.1","2012.10","1790.7","1569.5","1348.3","1127.1","1005.8","1005.8","1005.8","563.9","364.5","563.9","106.6","0","2017-06-12"
"Level 2 Hospital Excess","ILH","2203.8","2203.80","1963.2","1722.8","1482.4","1242","1101.7","1101.7","1101.7","363.6","363.6","363.6","118.4","0","2017-06-12"
"Be Fit 1","ILH","1252.9","1252.90","1107.5","962.2","816.9","697.3","626.3","626.3","626.3","393.9","393.9","393.9","118.4","0","2017-06-12"
"Be Fit 2","ILH","1393.6","1393.60","1234.1","1074.7","915.4","764.8","696.6","696.6","696.6","332.8","332.8","332.8","118.4","0","2017-06-12"
"Be Fit 2.1","ILH","1393.6","1393.60","1234.1","1074.7","915.4","764.8","696.6","696.6","696.6","332.8","332.8","332.8","118.4","0","2017-06-12"
"Be Fit 3","ILH","1536.6","1536.60","1362.8","1189.1","1015.4","841.8","768.1","768.1","768.1","485.4","485.4","485.4","118.4","0","2017-06-12"
"First Focus 300","ILH","1097.2","1097.20","967.4","837.6","726.3","622.6","548.5","548.5","548.5","314.8","314.8","314.8","118.4","0","2017-06-12"
"First Focus 500","ILH","971.6","971.60","854.4","749.8","656","562.3","485.7","485.7","485.7","320","320","320","118.4","0","2017-06-12"
"Future Focus 300","ILH","1213.7","1213.70","1072.2","930.8","791.6","678.5","606.7","606.7","606.7","313.9","313.9","313.9","118.4","0","2017-06-12"
"Future Focus 500","ILH","1105.5","1105.50","974.8","844.3","731","626.5","552.6","552.6","552.6","318.3","318.3","318.3","118.4","0","2017-06-12"
"Select","ILH","597.1","597.10","597.1","597.1","597.1","597.1","597.1","597.1","597.1","242.6","242.6","242.6","59.2","0","2017-06-12"
"Select with Day 2 Day pack","ILH","669.1","669.10","669.1","669.1","669.1","669.1","669.1","669.1","669.1","302.6","302.6","302.6","59.2","0","2017-06-12"
"Select with Emergency Access pack","ILH","669.1","669.10","669.1","669.1","669.1","669.1","669.1","669.1","669.1","302.6","302.6","302.6","59.2","0","2017-06-12"
"Select with Day 2 Day and Emergency pack","ILH","741.1","741.10","741.1","741.1","741.1","741.1","741.1","741.1","741.1","362.6","362.6","362.6","59.2","0","2017-06-12"
"Select Plus","ILH","975.2","975.20","857.6","752","658","564","487.5","487.5","487.5","270","270","270","118.4","0","2017-06-12"
"Select Plus with Day 2 Day pack","ILH","1065.2","1065.20","938.6","812","708.4","607.2","532.5","532.5","532.5","330","330","330","118.4","0","2017-06-12"
"Select Plus with Emergency Access pack","ILH","1065.2","1065.20","938.6","812","708.4","607.2","532.5","532.5","532.5","330","330","330","118.4","0","2017-06-12"
"Select Plus with Day 2 Day & Emergency p","ILH","1155.2","1155.20","1019.6","884","758.8","650.4","577.5","577.5","577.5","390","390","390","118.4","0","2017-06-12"
"Select More","ILH","1082.2","1082.20","953.8","825.6","717.9","615.4","541","541","541","292.5","292.5","292.5","118.4","0","2017-06-12"
"Select More with Day 2 Day pack","ILH","1172.2","1172.20","1034.8","897.6","768.3","658.5","586","586","586","352.5","352.5","352.5","118.4","0","2017-06-12"
"Select More with Emergency Access pack","ILH","1172.2","1172.20","1034.8","897.6","768.3","658.5","586","586","586","352.5","352.5","352.5","118.4","0","2017-06-12"
"Select More with Day 2 Day & Emergency p","ILH","1249.7","1249.70","1104.6","959.6","814.6","695.7","624.7","624.7","624.7","415.6","415.6","415.6","118.4","0","2017-06-12"
"Select Starter","ILH","540.2","540.20","540.2","540.2","540.2","540.2","540.2","540.2","540.2","242.7","242.7","242.7","59.2","0","2017-06-12"
"Teacher Complete","ILH","1538.2","1538.20","1364.2","1190.4","1016.5","842.7","768.9","768.9","768.9","415.7","415.7","415.7","118.4","0","2017-06-12"
"Level 2 Health Excess 150","ILH","1374.4","1374.40","1216.8","1059.4","901.9","755.6","687","687","687","341.2","310.5","341.2","118.4","0","2017-06-12"
"Level 2 Health Excess 500","ILH","1133.6","1133.60","1000.1","866.7","746.7","640","566.6","566.6","566.6","331.9","303.8","331.9","106.6","0","2017-06-12"
"Me Plan Level 1 with Day to Day 50","ILH","1457.1","1457.10","1291.2","1125.5","959.8","795.3","728.4","728.4","728.4","667.2","667.2","667.2","205.9","146.7","2017-06-12"
"We Plan Level 1 with Day to Day 50","ILH","1607.6","1607.60","1426.7","1245.9","1065.2","884.4","803.6","803.6","803.6","437.5","437.5","437.5","59.2","0","2017-06-12"
"Optimise Silver with Day to Day 50","ILH","4133.3","4133.30","3699.5","3266.2","2832.8","2399.5","2066.2","2066.2","2066.2","879.3","879.3","879.3","118.4","0","2017-06-12"
"We Plan Level 1 with Day to Day A","ILH","1441.9","1441.90","1277.6","1113.4","949.2","788","720.8","720.8","720.8","387.7","387.7","387.7","59.2","0","2017-06-12"
"Optimise Silver with Day to Day A","ILH","3967.6","3967.60","3550.4","3133.6","2716.9","2300.1","1983.4","1983.4","1983.4","826.4","826.4","826.4","118.4","0","2017-06-12"
"Optimise Gold with Day to Day A","ILH","5127.7","5127.70","4594.4","4061.6","3528.8","2996.1","2563.3","2563.3","2563.3","777.8","777.8","777.8","118.4","0","2017-06-12"
"Optimise Platinum with Day to Day A","ILH","6626.7","6626.70","5943.3","5260.7","4578","3895.3","3312.7","3312.7","3312.7","745.5","745.5","745.5","118.4","0","2017-06-12"
"Optimise Gold with Day to Day B","ILH","5293.4","5293.40","4743.5","4194.1","3644.8","3095.5","2646.1","2646.1","2646.1","830.7","830.7","830.7","118.4","0","2017-06-12"
"Optimise Platinum with Day to Day B","ILH","6792.4","6792.40","6092.4","5393.2","4694","3994.7","3395.5","3395.5","3395.5","798.4","798.4","798.4","118.4","0","2017-06-12"
"Me Plan Level 1 with Day to Day Me","ILH","1261.2","1261.20","1114.9","968.8","822.7","701.2","630.4","630.4","630.4","599.8","599.8","599.8","151.9","92.7","2017-06-12"
"Level 2 Family Health with Day to Day","ILH","2486.8","2486.80","2217.9","1949.2","1680.5","1411.8","1243.1","1243.1","1243.1","557.9","557.9","557.9","118.4","0","2017-06-12"
"Level 2 Health Excess with Day to Day","ILH","1867.8","1867.80","1660.8","1454","1247.2","1040.4","933.7","933.7","933.7","559.1","517.2","559.1","106.6","0","2017-06-12"
"Level 2 Hospital with Day to Day","ILH","3267","3267.00","2920","2573.3","2226.6","1879.9","1633.2","1633.2","1633.2","796.4","796.4","796.4","118.4","0","2017-06-12"
"Level 2 Hospital Nurses and Teachers wit","ILH","3267","3267.00","2920","2573.3","2226.6","1879.9","1633.2","1633.2","1633.2","796.4","796.4","796.4","118.4","0","2017-06-12"
"Nurture Plan ILH","ILH","1015.4","954.60","833","729.2","632","534.8","507.6","507.6","507.6","160","160","160","160","0","2018-06-12"
"Nurture Plus ILH","ILH","1193.8","1124.10","984.7","845.3","724.8","613.2","596.7","596.7","596.7","224","224","224","224","0","2018-06-12"
"Better Ultra ILH","ILH","1300","1225.00","1075","925","780","660","649.8","649.8","649.8","320","320","320","320","0","2018-06-12"
"Best Smart ILH","ILH","1366.3","1288.00","1131.4","974.7","818.1","689.2","683","683","683","328","328","328","328","0","2018-06-12"
"Best Ultimate Active ILH","ILH","1657","1564.20","1378.4","1192.8","1007","821.4","828.3","828.3","828.3","346.4","346.4","346.4","346.4","0","2018-06-12"
"Best Ultimate 2 ILH","ILH","1800","1700.00","1500","1300","1100","900","899.8","899.8","899.8","350.7","350.7","350.7","350.7","0","2018-06-12"
"Business Plan Extra","ILH","2526.4","2526.40","2253.4","1980.8","1708.2","1435.5","1262.9","1262.9","1262.9","804","804","804","118.4","0","2018-06-12"
"Business Plan Executive","ILH","5367.3","5367.30","4810","4253.3","3696.6","3139.8","2683.1","2683.1","2683.1","1635","1635","1635","118.4","0","2018-06-12"
"Business Plan Choice","ILH","2140.4","2140.40","1906.1","1672","1438","1204","1069.9","1069.9","1069.9","742.7","742.7","742.7","118.4","0","2018-06-12"
"Business Plan Complete","ILH","2613.2","2613.20","2331.6","2050.3","1769","1487.7","1306.3","1306.3","1306.3","906.7","906.7","906.7","118.4","0","2018-06-12"
"Business Plan Hospital","ILH","1722.5","1722.50","1530","1337.8","1145.6","953.3","861","861","861","604.8","604.8","604.8","118.4","0","2018-06-12"
"Business Plan Plus","ILH","2140.8","2140.80","1906.5","1672.4","1438.3","1204.2","1070.2","1070.2","1070.2","742.7","742.7","742.7","118.4","0","2018-06-12"
"Business Plan Select","ILH","2089.2","2089.20","1860.1","1631.2","1402.2","1173.3","1044.4","1044.4","1044.4","716.2","716.2","716.2","118.4","0","2018-06-12"
"Level 1 Everyday","ILH","1444.4","1444.40","1279.8","1115.3","950.9","789.2","722","722","722","477","477","477","47.2","0","2018-06-12"
"Family Value Plan","ILH","1427.4","1427.40","1264.4","1101.7","939","781","713.5","713.5","713.5","344.2","283.4","344.2","106.6","0","2018-06-12"
"Health Value Plan","ILH","1273","1273.00","1125.6","978.3","831","706.9","636.4","636.4","636.4","339.3","309.5","339.3","106.6","0","2018-06-12"
"Level 2 Complete Health","ILH","3439.2","3439.20","3074.9","2711","2347.1","1983.2","1719.2","1719.2","1719.2","583.5","583.5","583.5","118.4","0","2018-06-12"
"Level 2 Family Health","ILH","2203.8","2203.80","1963.2","1722.8","1482.4","1242","1101.7","1101.7","1101.7","363.6","363.6","363.6","118.4","0","2018-06-12"
"Level 2 Health Excess","ILH","1601.4","1601.40","1421.1","1241","1060.8","880.7","800.5","800.5","800.5","373.6","340","373.6","106.6","0","2018-06-12"
"Level 2 Hospital","ILH","2941.1","2941.10","2626.7","2312.6","1998.5","1684.4","1470.2","1470.2","1470.2","578.1","578.1","578.1","118.4","0","2018-06-12"
"Level 2 Hospital Nurses and Teachers","ILH","2941.1","2941.10","2626.7","2312.6","1998.5","1684.4","1470.2","1470.2","1470.2","578.1","578.1","578.1","118.4","0","2018-06-12"
"me plan level 1","ILH","1029.4","1029.40","906.4","786.7","688.4","590","514.6","514.6","514.6","483.9","483.9","483.9","47.2","0","2018-06-12"
